Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
Mr. Irish Bastard,Let Go,0.0148,0.471,188067,0.843,152,0.0241,2,0.142,-3.911,1,0,0.0574,200.61,4,0.967
Beats Antique,Beauty Beats,0.0575,0.601,225000,0.755,147426,0.887,8,0.347,-5.528,1,44,0.0405,180.02,4,0.508
Argy Bargy,One More Drink,0.0205,0.255,192640,0.888,6613,0.0,7,0.507,-4.923,1,10,0.0767,179.646,4,0.408
The Disco Biscuits,Konkrete,0.000884,0.519,245133,0.929,54453,0.63,7,0.293,-7.212,0,15,0.0721,89.032,4,0.433
Cash Cash,Two Days Old,0.073,0.428,197693,0.907,524205,0.0,0,0.323,-3.166,1,18,0.0513,177.075,4,0.507
Left Lane Cruiser,Amerika,0.0146,0.324,184373,0.922,31285,0.147,7,0.206,-8.157,1,9,0.0496,125.594,4,0.454
Cantoma,Paloma,0.159,0.627,389539,0.487,13002,0.811,9,0.0789,-13.241,1,40,0.0413,169.999,4,0.434
Durrty Goodz,Grime Killers,0.0178,0.718,293853,0.642,8665,0.0,11,0.152,-12.847,0,3,0.215,138.017,4,0.586
Kevin Devine,Carnival,0.421,0.337,394413,0.368,38072,0.00614,7,0.318,-9.089,1,42,0.0323,77.033,4,0.208
Meshuggah,Electric Red,3.37e-05,0.501,351040,0.991,367272,0.915,1,0.342,-6.416,1,36,0.0648,109.932,4,0.359
Niccokick,Don't say you're sorry,0.0827,0.176,275080,0.442,775,0.00141,9,0.151,-7.097,1,1,0.0281,177.026,4,0.141
Alif Tree,Aurevoir,0.255,0.625,368827,0.491,6378,0.787,2,0.097,-9.535,0,12,0.0277,109.989,4,0.158
Brainpower,Daarisieweer,0.138,0.801,235040,0.566,16691,0.0,0,0.0986,-8.248,1,4,0.54,179.862,4,0.713
SONATA ARCTICA,Zeroes,1.32e-05,0.245,263720,0.876,409400,0.102,1,0.648,-4.912,0,29,0.0524,99.096,4,0.345
Veronica Falls,Beachy Head,0.2,0.179,154040,0.939,20401,0.991,11,0.146,-1.666,1,10,0.0472,154.507,4,0.581
Snoop Dogg,Sets Up,0.395,0.783,224133,0.901,5721674,0.000875,4,0.105,-3.332,0,18,0.257,94.191,4,0.608
Your Hero,Select Your Hero,0.000451,0.426,138716,0.839,1753,0.836,5,0.603,-10.87,1,6,0.0485,155.113,4,0.302
Sonic Syndicate,Affliction,0.000415,0.465,312253,0.991,102216,0.0,5,0.0815,-4.432,0,24,0.0701,127.969,4,0.267
Os Cariocas,Telefone,0.772,0.611,148853,0.842,16277,1.89e-05,9,0.714,-6.646,1,1,0.0418,82.129,4,0.567
Lisa Shaw,Can You See Him,0.038,0.702,310746,0.836,18352,0.15,2,0.116,-6.081,0,14,0.0347,124.99,4,0.847
Yeti Lane,Tiny Correction,0.672,0.373,201933,0.621,1491,0.113,4,0.0862,-7.905,1,0,0.0481,96.591,4,0.463
The Fleshtones,Feels Good To Feel,0.00126,0.362,142920,0.904,9322,1.16e-05,9,0.404,-3.88,1,3,0.0407,163.47,4,0.962
Lucky Soul,Could Be I Don't Belong Anywhere,0.0026,0.479,206587,0.687,3442,0.00175,7,0.16,-5.662,1,1,0.0483,105.991,3,0.271
Yasmin Levy,Porque,0.663,0.507,237827,0.451,46489,0.0,4,0.114,-8.822,0,15,0.144,195.944,4,0.156
Hey Today!,Wonderman,0.0107,0.768,317520,0.802,817,0.0,2,0.0632,-3.801,1,2,0.31,127.974,4,0.222
Arnaud Fleurent-Didier,My Space Oddity,0.685,0.591,230587,0.608,4460,5.69e-05,9,0.307,-8.148,0,13,0.0266,140.037,4,0.552
Amos Lee,Dignified Woman,0.515,0.583,213933,0.293,336619,5.23e-05,7,0.488,-9.358,1,14,0.0259,112.145,3,0.209
Magnapop,Bring It To Me,0.00205,0.452,132725,0.941,3188,9.33e-05,8,0.175,-5.341,1,3,0.0483,136.676,4,0.821
Animals As Leaders,Tessitura,0.484,0.426,66375,0.346,317385,0.831,11,0.141,-7.404,0,31,0.0338,101.236,4,0.195
Poisonblack,My World,0.0168,0.483,237440,0.839,25846,1.35e-06,6,0.0644,-5.144,0,11,0.0423,134.952,4,0.37
Baaba Maal,Ngawla,0.0712,0.684,295213,0.675,43112,0.091,0,0.13,-7.33,1,2,0.0668,146.445,4,0.746
XX Teens,For Brian Haw,0.0021,0.247,340213,0.777,392,0.000111,4,0.217,-12.067,0,0,0.118,164.507,4,0.256
Above The Golden State,Scared,0.875,0.394,205720,0.202,3178,0.000318,2,0.341,-12.528,1,4,0.0318,137.959,4,0.289
The Mars Volta,Ouroborous,9.11e-05,0.259,395960,0.981,393250,0.108,9,0.544,-5.57,0,33,0.295,102.556,3,0.0962
Crookers,Mad kidz,0.0235,0.707,217907,0.842,69205,0.0,5,0.194,-4.483,0,14,0.0689,125.003,4,0.689
Ecovillage,Invitation,0.275,0.38,205920,0.562,216,0.0373,0,0.145,-8.09,1,0,0.0336,104.826,3,0.177
Cyndi Lauper,Set Your Heart,0.000247,0.652,204240,0.627,1223229,0.00383,7,0.492,-11.86,1,31,0.0426,128.027,4,0.632
Scott Glasgow,Friends Say Goodbye,0.503,0.229,117680,0.229,267,0.821,2,0.103,-17.586,0,0,0.0378,60.144,3,0.0621
Marilyn Crispell,Vignette VI,0.396,0.34,96773,0.000932,1873,0.0,4,0.126,-42.142,0,0,0.0767,165.063,4,0.0725
Headhunter,Sushi Brain,0.000164,0.77,305133,0.632,2253,0.246,8,0.182,-7.231,1,2,0.0566,139.999,4,0.738
Mock & Toof,From Kashima,0.314,0.582,260760,0.563,5366,0.91,9,0.106,-8.935,0,11,0.0296,114.021,4,0.532
Matthias Tanzmann,Flight Mode,0.0302,0.81,457903,0.912,17715,0.853,3,0.0786,-11.416,0,1,0.0727,123.004,4,0.596
KALIMBA,Amor Eterno,0.694,0.345,351933,0.508,1108728,4.3e-06,2,0.976,-8.436,1,31,0.0879,99.214,4,0.425
Grizzly Bear,While You Wait For The Others,0.527,0.551,269707,0.463,653531,0.00145,6,0.101,-7.642,0,42,0.0387,80.44,4,0.328
The Lancashire Hotpots,Keys Wallet Phone,0.601,0.739,133893,0.711,8062,0.0,7,0.137,-8.791,1,10,0.0498,122.058,4,0.719
Phil Perry,Melody of Love,0.849,0.473,274067,0.277,43388,8.86e-06,8,0.108,-9.646,1,14,0.0323,120.116,4,0.27
Mariana Aydar,Pras Bandas De LÃ¡,0.608,0.773,207880,0.544,80777,0.0194,2,0.0938,-8.69,1,2,0.041,92.824,4,0.899
Crooked Still,You Were Gone,0.906,0.53,263853,0.167,46893,1.15e-05,5,0.0684,-14.487,1,17,0.0325,115.917,4,0.227
Southeast Engine,Law-Abiding Citizen,0.549,0.527,174173,0.286,728,0.0,4,0.16,-8.099,1,0,0.0333,125.039,4,0.303
Jenny Lewis,Barking At The Moon,0.371,0.565,197293,0.542,880476,0.0,2,0.139,-9.569,1,42,0.0328,111.064,4,0.528
Century,Pantheon,2.09e-06,0.474,186067,0.992,149,0.927,0,0.47,-3.469,1,0,0.102,115.007,3,0.397
Rihanna,Russian Roulette,0.046,0.48,227533,0.486,37074078,0.0,6,0.107,-5.754,0,64,0.0447,80.051,4,0.265
F.P.,Dance With Me,0.0215,0.566,286920,0.739,87,1.28e-05,4,0.0881,-5.403,0,0,0.0328,129.996,4,0.723
Jake One,Bless the Child (feat. Little Brother),0.0079,0.465,262560,0.877,12912,0.0,1,0.285,-5.993,1,14,0.362,84.64,4,0.531
The Night Marchers,Jump In The Fire,0.0153,0.362,226547,0.957,3289,0.00683,9,0.216,-3.04,1,9,0.0457,168.882,4,0.52
Feral Children,On a Frozen Beach,0.254,0.596,243667,0.757,140,0.141,10,0.139,-8.74,0,0,0.0277,110.235,4,0.505
Yuksek / Amanda Blank,Extraball,0.0916,0.598,212813,0.925,74460,0.0,10,0.162,-3.445,0,16,0.122,128.047,4,0.373
Johnossi,Lie Lie Die,0.000556,0.282,304307,0.78,73352,0.0136,4,0.125,-6.668,1,14,0.0675,101.341,4,0.0646
Bottin,Planeti,0.188,0.553,354375,0.518,4545,0.803,0,0.0991,-7.043,1,0,0.0292,127.024,4,0.0393
Danton Eeprom,Face Control,3.01e-05,0.797,645133,0.836,1218,0.88,7,0.39,-6.005,1,1,0.0452,128.0,4,0.37
Westbound Train,Check Your Time,0.19,0.528,222493,0.664,7352,5.53e-06,8,0.277,-7.514,1,32,0.0584,167.024,4,0.678
Lightning Dust,I Knew,0.00824,0.409,151200,0.846,6463,0.0285,6,0.13,-9.267,1,14,0.0604,159.574,3,0.378
The Twilight Sad,The Weath-er Is Bad,0.669,0.171,309667,0.456,49561,0.936,8,0.116,-13.196,1,2,0.0504,121.535,4,0.029
Lily Allen,LDN (Switch Remix),0.0293,0.763,377685,0.893,1471169,0.00414,5,0.347,-4.908,1,4,0.0628,126.038,4,0.491
Deepgroove,Jus Luv Bass,0.000104,0.746,436093,0.971,880476,0.893,1,0.122,-7.494,1,0,0.0395,129.0,4,0.929
Alexandre Desplat,Largo Jumps,0.467,0.416,97173,0.51,205579,0.967,0,0.474,-11.494,0,1,0.0314,85.769,4,0.174
Scott Glasgow,Michelle,0.93,0.177,187413,0.237,267,0.898,0,0.121,-21.653,0,0,0.0439,89.974,4,0.0655
Randy Edelman,The Emperor Versus Zi Yuan,0.307,0.261,106947,0.458,17384,0.865,10,0.121,-6.911,1,3,0.0351,122.071,4,0.0399
Sons Of Bill,Western Skies,0.197,0.334,283960,0.392,7167,0.000122,2,0.136,-9.268,1,6,0.0315,152.276,4,0.318
Spencer & Hill,World In Love,0.059,0.76,382199,0.861,12560,0.608,9,0.0678,-6.929,0,0,0.0496,127.003,4,0.288
City And Colour,As Much As I Ever Could,0.906,0.56,324787,0.241,711330,0.000329,9,0.257,-12.621,0,46,0.0341,118.462,3,0.148
Bohren & Der Club Of Gore,Still Am Tresen,0.834,0.194,238787,0.166,57056,0.896,2,0.109,-15.396,0,17,0.0314,87.864,4,0.0449
Ego Likeness,The Queen Of All Things Taken,0.00127,0.554,271987,0.687,7066,0.00355,0,0.119,-6.994,1,4,0.0309,115.005,4,0.0407
Randy Rogers Band,When The Circus Leaves Town,0.0164,0.319,262800,0.587,181366,2.45e-06,2,0.305,-5.378,1,25,0.0315,130.584,3,0.336
Suffocation,Undeserving,0.00166,0.396,249253,0.95,112224,0.0307,6,0.367,-5.492,1,12,0.135,104.828,3,0.248
Charlie Wilson,Homeless,0.0704,0.465,251907,0.706,606442,0.0,6,0.269,-3.885,1,26,0.188,135.764,4,0.712
Erykah Badu,Me,0.151,0.729,259307,0.442,872842,0.0,11,0.189,-8.106,0,65,0.285,81.029,4,0.757
Looptroop Rockers,Living On A Prayer,0.000664,0.632,160973,0.553,38866,0.0,11,0.134,-9.192,0,22,0.0797,139.964,4,0.547
Failsafe,Only If We Learn,0.000601,0.331,205891,0.977,1530,0.0,10,0.113,-3.212,0,21,0.279,121.609,3,0.37
The Wave Pictures,Holding Hands,0.0938,0.362,250720,0.732,18669,5.95e-05,4,0.362,-4.013,1,6,0.166,153.099,4,0.578
Minitel Rose,Continue,0.000693,0.573,224067,0.868,4717,0.001,7,0.368,-5.687,0,9,0.3,126.069,4,0.43
JLS,Beat Again,0.0224,0.884,199560,0.913,339449,0.0,11,0.0814,-5.938,1,35,0.073,120.008,4,0.97
Nadia Ali,Fine Print,0.0671,0.621,234219,0.843,87740,4.79e-06,9,0.111,-5.354,0,16,0.0509,128.001,4,0.272
Sidney Polak,Szach-mat,0.00876,0.531,226187,0.929,10522,5.2e-06,11,0.243,-3.449,0,8,0.109,129.211,4,0.604
Iskald,Tartarus,1.56e-06,0.494,143720,0.98,5744,0.792,11,0.0695,-5.217,1,1,0.0506,120.014,4,0.123
Eels,In My Dreams,0.934,0.719,203053,0.569,298812,0.0233,6,0.124,-10.499,1,21,0.0308,117.793,4,0.61
Birds Of Avalon,Student Teaching,0.0624,0.369,142320,0.953,617,0.793,1,0.342,-9.146,1,0,0.0763,170.164,4,0.501
The Morning Benders,Wet Cement,0.484,0.635,235200,0.48,33506,0.0208,0,0.0686,-9.926,1,26,0.051,122.79,4,0.472
Weinland,I'm Sure It Helps,0.1,0.412,258667,0.396,500,0.000997,9,0.119,-8.76,1,1,0.0273,130.689,3,0.253
the bird and the bee,Tonight You Belong To Me,0.876,0.49,164507,0.268,136389,0.0431,0,0.152,-11.205,1,33,0.0277,139.462,3,0.262
Au Revoir Simone,Take Me as I Am,0.931,0.502,143013,0.202,69504,0.00828,9,0.117,-16.042,1,20,0.0292,101.201,4,0.201
Incubus,While All The Vultures Feed,0.00402,0.453,233360,0.903,2194970,1.36e-05,0,0.0896,-5.546,1,28,0.0477,161.994,4,0.493
Pretty & Nice,Pixies,0.0233,0.744,237040,0.689,1159,0.0971,6,0.0535,-4.49,0,1,0.0473,127.168,4,0.739
Wizack Twizack,Mutoid,0.000181,0.595,440173,0.884,3323,0.868,11,0.371,-5.612,0,0,0.0356,139.992,4,0.205
Gossip,8th Wonder,0.00713,0.621,196280,0.744,268882,0.00766,11,0.174,-2.974,0,26,0.0725,153.368,4,0.633
The Fleshtones,Jet Set Fleshtones,0.0116,0.56,168613,0.806,9322,0.0,2,0.0872,-2.865,1,4,0.0302,118.985,4,0.811
The Kabeedies,Palindromes,0.00119,0.539,134507,0.918,880476,5.45e-05,9,0.0574,-8.605,1,0,0.0986,157.844,4,0.794
Veracrash,Beyond The Grave,0.0193,0.305,178067,0.991,239,0.312,5,0.107,-1.461,1,0,0.0729,166.978,4,0.214
Mergel Kratzer,Fuglesang,0.00199,0.636,337280,0.615,207,0.806,10,0.0938,-8.136,0,0,0.0409,120.062,4,0.319
Ursula Rucker,END OF AN ERA,0.715,0.433,262027,0.374,5250,0.00268,4,0.114,-12.395,0,1,0.114,80.1,3,0.195
Bobby McFerrin,Say Ladeo,0.933,0.374,523773,0.386,120645,0.0613,4,0.116,-15.073,0,25,0.0387,94.012,4,0.367
[re:jazz],Unit,0.43,0.638,119581,0.233,2191,0.481,2,0.155,-24.434,1,25,0.0352,146.981,4,0.691
Hate Eternal,Proclamation Of The Damned,1.17e-06,0.187,253720,0.884,41412,0.897,1,0.118,-5.634,0,5,0.0823,105.753,4,0.158
Chateau Marmont,Beagle,4.97e-05,0.704,249093,0.85,6052,0.919,7,0.151,-5.978,1,12,0.0414,132.996,4,0.607
Arianna Puello,Exito,0.0304,0.761,218613,0.806,49814,3.9e-05,2,0.298,-4.471,1,8,0.11,100.057,4,0.845
Eugene Mirman,Classmates.com,0.8,0.65,307640,0.374,18349,0.0,9,0.659,-15.697,1,19,0.936,85.883,3,0.496
Icewater,Animal,0.0318,0.394,228987,0.88,1634903,0.0,8,0.0686,-6.381,1,18,0.447,78.563,1,0.545
Chet Baker,Anticipated Blues,0.556,0.553,149493,0.3,564961,0.071,0,0.0786,-12.551,0,9,0.0436,177.696,4,0.799
Benjy Ferree,Zipperface Blues,0.328,0.247,245427,0.634,1172,0.0158,2,0.404,-7.411,1,1,0.0462,119.654,4,0.621
Benjamin Diamond,Baby's On Fire (Rafale Remix),0.000271,0.613,401653,0.666,8261,0.0891,9,0.262,-5.789,1,4,0.292,129.991,4,0.445
Jon Oliva's Pain,Winter Haven,0.0126,0.482,458880,0.747,9340,0.000694,7,0.135,-6.874,1,4,0.0364,119.078,3,0.183
Enter Shikari,Juggernauts,0.00698,0.417,283933,0.877,296545,0.0,5,0.176,-3.706,1,31,0.0619,133.789,4,0.295
La Ira De Dios,Yo Solo,3.05e-06,0.218,124440,0.962,410,0.0156,5,0.153,-2.26,0,0,0.0796,103.279,4,0.629
Hunx And His Punx,Do The Make Up,0.051,0.447,114040,0.649,21253,0.0,0,0.137,-8.78,1,8,0.0406,143.146,4,0.908
Albert Collins,Put The Shoe On The Other Foot,0.0292,0.335,374245,0.714,112566,0.192,2,0.506,-12.536,1,10,0.101,178.834,4,0.527
The Slits,Ask Ma,0.0615,0.833,335973,0.723,62510,1.96e-05,10,0.084,-7.184,0,11,0.0847,98.657,4,0.693
Hawthorne Heights,Four Become One,0.129,0.461,235333,0.687,287906,0.00714,7,0.126,-5.671,1,14,0.0475,109.791,4,0.193
Matthew Halsall,Mudita,0.19,0.378,322013,0.479,36662,0.75,7,0.293,-12.199,1,31,0.0326,105.144,4,0.497
Joe Rogan,I Made a Baby/Breast Milk,0.714,0.643,147093,0.935,139195,0.0,9,0.728,-3.819,1,39,0.947,74.13,3,0.444
Arise And Ruin,The Long Haul,8.56e-06,0.278,426627,6.91e-05,362,0.284,5,0.3,-4.015,0,0,0.109,122.147,4,0.229
Moto Boy,Love is the one thing you cant pretend,0.968,0.355,185693,0.154,9417,0.000399,7,0.122,-10.531,1,14,0.0322,90.507,4,0.199
Colby O'Donis / T-Pain,Natural High,0.0378,0.786,199920,0.678,93484,8.63e-05,6,0.112,-9.842,1,22,0.0448,129.986,4,0.854
Chanel,Dance,0.26,0.666,224654,0.681,880476,0.0,2,0.192,-4.776,1,24,0.409,116.978,5,0.501
Plastique Noir,Nihil,0.916,0.391,180972,0.416,6067,0.975,3,0.119,-9.274,0,4,0.0307,95.879,4,0.146
Jan Wayne,Hello,7.11e-05,0.756,360000,0.892,17785,0.905,1,0.0516,-7.513,1,0,0.0933,129.999,4,0.39
Richard Swift,The Atlantic Ocean,0.422,0.669,258800,0.459,24490,0.244,9,0.101,-9.041,1,51,0.0289,95.412,4,0.564
Eden's Curse,Lost Soul,0.00103,0.474,385827,0.937,7317,0.00585,8,0.0653,-1.98,0,5,0.0494,119.992,4,0.308
Siena Root,Bhimpalasi,0.117,0.447,488389,0.647,20469,0.889,9,0.714,-9.767,0,17,0.0313,122.923,4,0.701
Electrik Red,Drink In My Cup,0.00318,0.69,214680,0.684,22239,0.0,2,0.299,-5.677,1,16,0.0566,132.912,4,0.152
Bombay Dub Orchestra,Monsoon Malabar,0.187,0.491,377813,0.718,28060,0.86,7,0.0803,-10.957,1,21,0.0401,103.178,4,0.0747
Age Of Chance,Who's Afraid Of The Big Bad Noise (Let There Be...Sonic War Sculpture),0.0895,0.69,436895,0.854,526,0.0569,7,0.149,-13.999,1,1,0.0689,139.862,4,0.0715
Screaming Banshee Aircrew,Unlisted,0.83,0.0,7000,0.284,172,0.0,8,0.0,-27.562,0,0,0.0,0.0,0,0.0
4hero,Kirk's Back,0.00556,0.423,315547,0.593,20713,0.557,10,0.119,-9.666,0,5,0.0629,97.693,3,0.296
Lillian Axe,Ignite,0.000113,0.531,248960,0.84,13527,1.37e-05,1,0.084,-4.468,1,1,0.049,139.982,4,0.66
Franz Ferdinand,Turn It On,0.00464,0.539,140107,0.862,1754878,0.0,1,0.0949,-2.868,1,32,0.0439,135.138,4,0.655
Bell Orchestre,Icicles / Bicycles,0.798,0.154,375240,0.377,2068,0.837,0,0.314,-12.979,1,3,0.0536,91.115,4,0.0335
Madder Mortem,Resolution,0.0368,0.538,384973,0.868,5868,0.219,11,0.0476,-6.097,0,3,0.0707,134.958,4,0.409
Trist,Zweifel,0.000287,0.311,203170,0.884,405,7.17e-06,11,0.19,-6.88,0,4,0.0524,158.934,4,0.592
The Sight Below,Already There,0.72,0.331,341891,0.295,7373,0.932,1,0.0826,-15.219,0,16,0.0368,106.938,4,0.254
Extrawelt,Mit Liese Auf Der Wiese (Max Cooper Melt Rmx),0.0499,0.628,442854,0.63,102168,0.833,1,0.0978,-12.207,1,12,0.0519,125.002,3,0.0759
Scorpions,The Good Die Young,0.013,0.367,314427,0.832,3275731,3.04e-06,6,0.121,-4.757,0,36,0.0442,164.014,4,0.179
Infected Mushroom,The Legend Of The Black Shawarma,0.0053,0.568,423720,0.846,491866,0.416,5,0.128,-5.565,0,42,0.0691,145.022,4,0.337
Brother Firetribe,Wildest Dreams,0.0372,0.501,235733,0.901,13730,0.0,5,0.192,-3.44,1,20,0.0439,129.983,4,0.343
Annotations of an Autopsy,Years Of Disgust,3.54e-06,0.263,348000,0.942,23517,0.913,1,0.137,-5.842,0,7,0.0974,139.889,4,0.133
The Little Ones,Everybody's Up To Something,0.00106,0.55,274773,0.9,8704,4.74e-05,0,0.485,-5.736,1,2,0.0307,108.873,4,0.465
BoDeans,Gone X 3,0.774,0.662,307307,0.258,21233,9.12e-06,4,0.109,-11.314,1,0,0.0383,111.274,4,0.111
Martina Topley Bird,Phoenix,0.62,0.682,227960,0.752,42543,0.929,11,0.111,-13.007,0,21,0.0699,131.987,4,0.768
The Faintest Ideas,Nosebleeders On The Track,0.0156,0.272,106573,0.978,82,0.000292,0,0.146,-3.98,1,0,0.0652,199.497,4,0.728
Boys Like Girls,Love Drunk,0.00177,0.44,226707,0.976,841491,3.39e-06,10,0.16,-3.17,1,63,0.141,150.005,4,0.412
Karine Polwart,The Good Years,0.611,0.515,228120,0.376,14112,0.0,0,0.209,-6.877,1,14,0.0269,99.967,3,0.189
Kris Menace,Steamroller,0.00018,0.82,236229,0.724,8781,0.743,2,0.084,-7.564,1,2,0.111,119.985,4,0.446
Filter,The Wake,0.00182,0.561,236987,0.844,276112,0.00261,7,0.53,-4.857,1,13,0.0438,98.021,4,0.44
Claw Boys Claw,Dream A Little Dream Of Me,0.937,0.653,211947,0.248,5651,0.0839,0,0.109,-13.273,1,7,0.0362,91.968,4,0.345
Absurd Minds,Deficit Mindset,0.0053,0.569,281733,0.914,7847,0.031,6,0.0601,-4.344,0,2,0.0879,124.988,4,0.635
Lily Allen,LDN (Switch Remix),0.0293,0.763,377685,0.893,1471169,0.00414,5,0.347,-4.908,1,4,0.0628,126.038,4,0.491
Bruce Kulick,No Friend Of Mine,0.00181,0.307,248760,0.871,9021,0.000111,2,0.0627,-4.94,0,2,0.0851,180.32,4,0.317
Beep Beep,Two-Spirit,0.118,0.699,167333,0.381,420,0.385,0,0.285,-9.195,0,0,0.0423,120.936,4,0.556
Large Professor,The Entrance,0.41,0.659,135187,0.902,51230,5.34e-06,6,0.363,-5.433,1,10,0.252,105.439,4,0.705
La Coka Nostra,Nuclear Medicinemen (feat. Q-Unique & Immortal Technique),0.0547,0.419,278173,0.867,104213,0.0,0,0.248,-5.902,1,18,0.327,179.995,4,0.797
Scar'd Sanity,I Remember,3.12e-06,0.187,251973,0.895,2,0.46,8,0.113,-5.219,1,0,0.0611,172.994,4,0.36
The Glorious Unseen,How He Loves,0.0103,0.425,294360,0.489,8079,1.46e-05,11,0.0975,-8.06,1,12,0.0302,137.885,3,0.198
Nicolay & Kay,What We Live,0.149,0.517,215587,0.832,407,0.0,2,0.623,-4.774,1,5,0.295,91.662,4,0.421
Drumattic Twins,Back to the Old School,0.00432,0.601,316467,0.665,4151,0.735,1,0.194,-7.934,1,1,0.0353,132.039,4,0.319
Nerina Pallot,The Right Side,0.07,0.559,202707,0.801,25721,0.0,4,0.318,-4.066,0,6,0.0414,132.052,4,0.48
Linkin Park,Lying From You [Live At Milton Keynes],8.29e-05,0.296,199413,0.949,15199052,7.48e-05,1,0.722,-5.208,1,34,0.149,160.001,4,0.431
Adam Green,Gallop (Demo),0.885,0.607,125360,0.125,42994,0.834,7,0.113,-18.185,1,5,0.0935,114.107,4,0.549
Faze Action,Venus And Mars,0.00765,0.614,326707,0.841,4934,0.218,2,0.036,-7.095,0,4,0.0278,111.968,4,0.516
Robin McKelle,Cheek To Cheek,0.666,0.609,226747,0.378,14848,0.0,1,0.313,-7.186,1,11,0.0439,73.96,4,0.55
GummiHz,High On Percussion,0.111,0.748,407394,0.883,434,0.911,0,0.142,-6.977,1,0,0.0673,124.996,4,0.527
Modey Lemon,The Peacock's Eye,0.0376,0.219,329187,0.967,806,0.0352,7,0.15,-4.658,1,0,0.13,177.206,4,0.556
In This Moment,Into The Light,0.816,0.465,252320,0.302,817172,0.0,0,0.106,-7.545,1,42,0.0285,107.918,4,0.136
Memory Tapes,Green Knight,0.212,0.696,271736,0.717,21873,0.684,7,0.102,-8.937,0,24,0.0279,121.009,4,0.538
The Swell Season,The Rain,0.00439,0.601,220653,0.732,61996,0.000653,9,0.115,-7.385,1,25,0.0421,124.867,4,0.411
MC Ren,Return Of The Villain,0.0109,0.749,245424,0.811,218520,0.0,4,0.179,-3.811,0,13,0.298,94.871,4,0.819
Hanna Marsh,The Dreamer And The Brave One,0.837,0.399,393240,0.395,117,0.00393,7,0.0882,-10.246,1,0,0.0301,132.402,4,0.199
Akissforjersey,Parallels,0.00176,0.474,223467,0.929,6755,1.17e-06,1,0.194,-4.988,0,8,0.052,162.071,4,0.328
Royksopp,True To Life,0.00106,0.57,350120,0.946,582261,0.732,1,0.267,-5.973,1,29,0.0402,123.012,4,0.25
Fotos,Ein Versprechen,0.0113,0.663,226933,0.747,7863,0.000174,7,0.104,-5.694,1,4,0.0314,135.025,4,0.847
Keep Of Kalessin,Origin,0.518,0.339,148360,0.479,19335,0.944,8,0.199,-14.985,0,5,0.033,141.272,5,0.0624
Zeromancer,2.6.25,0.714,0.477,46280,0.0198,23388,0.913,2,0.109,-28.353,1,9,0.0755,110.907,4,0.029
BoDeans,Feel 'Lil Love,0.000362,0.462,206640,0.888,21233,0.0,4,0.322,-4.742,1,1,0.0525,144.122,4,0.657
Ballboy,Absent Friends,0.845,0.721,187000,0.264,2244,0.0173,0,0.113,-12.777,1,4,0.0401,120.07,4,0.429
Mary Coughlan,Sleep On It,0.568,0.28,213160,0.27,4460,3.29e-06,9,0.0813,-9.438,1,6,0.0283,56.257,4,0.151
Pop Will Eat Itself,PWEIzation,8.8e-05,0.485,189067,0.722,21659,0.0392,2,0.506,-15.79,1,9,0.0506,145.342,1,0.591
School Food Punishment,Futari Umi No Soko,0.273,0.678,264587,0.258,19267,0.00249,9,0.126,-11.581,1,13,0.0626,170.02,3,0.504
Homelife,Atlas,0.409,0.608,216667,0.393,1137,0.0202,5,0.0975,-11.544,0,1,0.0301,109.98,4,0.547
Plump DJs,Lost In Space,0.0167,0.755,254050,0.785,21195,0.00266,10,0.288,-4.744,0,9,0.0436,120.01,4,0.807
Luke Haines,Our Man In Buenos Aires,0.000414,0.485,205000,0.579,3469,0.00964,2,0.104,-6.976,0,2,0.0313,120.957,4,0.32
Hanne Hukkelberg,No Mascara Tears,0.895,0.318,183987,0.211,7121,0.111,7,0.0978,-15.168,0,2,0.0294,96.304,4,0.168
State Radio,Let It Go,0.485,0.71,275680,0.466,13740,0.0,11,0.112,-8.993,0,35,0.0485,138.226,4,0.666
X Makeena,Les signes,0.0149,0.71,292840,0.687,789,8.31e-06,1,0.192,-8.772,1,1,0.113,124.916,4,0.177
Birds & Batteries,Ocarina,0.0151,0.507,187933,0.613,530,0.0,2,0.0505,-6.483,1,1,0.0285,110.878,4,0.376
Mathias Kaden,Saloee,0.047,0.8,491899,0.692,880476,0.857,0,0.262,-12.371,1,0,0.0634,125.999,4,0.503
Jackson United,21st Century Fight Song,2.01e-05,0.463,183947,0.955,281,7.56e-06,6,0.291,-4.718,0,2,0.0654,154.234,4,0.394
Onslaught,The Black Horse of Famine,0.00244,0.271,84387,0.756,41865,0.182,1,0.266,-6.677,1,5,0.0915,141.612,4,0.431
No Age,Teen Creeps,0.000194,0.237,205427,0.978,37315,0.124,2,0.254,-5.812,1,29,0.0973,125.682,4,0.0383
She & Him,Why Do You Let Me Stay Here?,0.0587,0.508,150507,0.804,352559,0.00731,7,0.105,-6.663,1,42,0.0488,108.533,4,0.448
Joke,...,0.0452,0.264,280467,0.78,648735,0.0222,0,0.376,-2.741,1,66,0.0517,155.376,4,0.456
33Miles,Something Different,0.0429,0.413,220227,0.793,20973,0.0,7,0.17,-2.371,1,7,0.033,88.199,4,0.464
Patrick Park,Silence and Storm,0.192,0.473,234613,0.603,11550,0.000126,1,0.157,-6.933,1,7,0.0251,108.591,4,0.171
