Artist,Track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
Gran Coquivacoa,Tamborera No. 6,0.063,0.723,173917,0.867,0,8,0.0993,-8.597,1,0,0.128,123.235,4,0.942,
Alice Stuart,Bad Girl,0.878,0.574,189947,0.17,0,3,0.0846,-8.717,0,1,0.0329,119.944,3,0.22,
Jason & The Scorchers,Help There's A Fire,0.0541,0.459,157373,0.827,0.000334,9,0.266,-8.649,1,12,0.149,171.978,4,0.373,
Corderoy,Rock Guitar,7.92E-05,0.491,488002,0.973,0.876,2,0.0752,-6.649,0,4,0.0497,138.007,4,0.188,
Mithotyn,On Misty Pathways,1.28E-06,0.081,313827,0.971,0.323,2,0.0786,-3.95,0,6,0.0588,172.605,4,0.284,
Twenty 4 Seven,Take Your Chance,0.00067,0.574,216467,0.789,0.0938,8,0.0448,-12.083,1,17,0.0314,141.944,4,0.837,
Joi,Oh My People,0.00544,0.602,321200,0.886,0.641,7,0.0697,-5.326,1,2,0.0399,90.997,4,0.576,
DCX,Hold Me,0.001,0.582,193560,0.899,9.70E-06,0,0.341,-4.334,0,12,0.0513,134.922,4,0.629,
Creedence Clearwater Revisited,Proud mary,0.00731,0.649,203546,0.892,0,2,0.957,-6.055,1,4,0.0408,123.338,4,0.678,
Marc Perrone,Serenade valse,0.827,0.339,62560,0.175,0.000327,9,0.156,-15.976,0,4,0.035,94.658,1,0.545,
Memphis Minnie,Nothing In Rambling,0.982,0.814,166480,0.133,0,11,0.103,-13.742,1,6,0.0473,113.85,4,0.851,
Big Daddy Rick,Pac's Break,0.000499,0.721,373781,0.793,0.848,11,0.371,-10.3,0,0,0.0548,157.066,4,0.961,
Kekele,Affaire Mokuwa,0.786,0.703,418813,0.802,0.000802,11,0.547,-4.771,0,1,0.033,133.202,4,0.946,
Karen Peck And New River,My God Will Always Be Enough,0.878,0.42,280453,0.126,0,11,0.118,-12.026,1,5,0.0355,110.951,1,0.233,
Mind Furniture,Hoop of Flame (IV. Glimpse of a Chance),0.647,0.388,517507,0.427,0.0116,9,0.146,-13.107,0,0,0.0325,134.042,4,0.261,
Chico Hamilton,Denise,0.453,0.544,463933,0.416,0.151,2,0.0893,-16.912,0,7,0.0378,161.979,4,0.759,
A Tribe Called Quest,Like It Like That,0.585,0.931,166773,0.409,1.11E-06,3,0.0946,-8.059,0,39,0.159,95.02,4,0.715,
John Brown,The Scenic Route,0.000701,0.448,59969,0.808,0,7,0.76,-7.258,1,0,0.0371,95.971,4,0.607,
Percy Mayfield,Please Send Me Someone To Love,0.891,0.395,173667,0.139,0,0,0.134,-13.926,1,21,0.0476,201.986,3,0.352,
Jack Sheldon,Dear Ann,0.908,0.621,319400,0.383,0.87,0,0.121,-11.938,1,2,0.0413,113.22,4,0.406,
VHS Or Beta,New Day Rising,8.55E-05,0.658,334133,0.597,0.552,7,0.124,-10.064,1,0,0.0367,131.833,4,0.403,
The Mystic Moods Orchestra,Visions,0.344,0.241,209173,0.124,0.0468,0,0.358,-30.185,1,7,0.047,115.218,4,0.13,
Alice Cooper,Be My Lover,0.113,0.532,201040,0.434,0.00151,2,0.076,-15.45,1,41,0.0543,117.6,4,0.554,
Al Di Meola,Bianca's Midnight Lullaby,0.907,0.386,113827,0.176,0.866,9,0.11,-18.132,1,8,0.0439,78.743,3,0.452,
Paul Overman,Morning Rain Music by Jorge Alfano,0.995,0.2,564293,0.0186,0.921,11,0.0924,-26.107,0,1,0.0395,75.175,3,0.31,
Mongo Santamaria,Watermelon Man,0.561,0.712,194293,0.886,0.0457,5,0.0953,-6.862,1,40,0.0289,119.135,4,0.903,
Ms. Dynamite / Kymani Marley,Seed Will Grow,0.0292,0.843,203907,0.475,0.00254,4,0.0944,-11.375,0,8,0.196,89.998,4,0.826,
ARRESTED DEVELOPMENT,Raining Revolution (Live) (Unplugged),0.198,0.603,273760,0.303,3.03E-06,11,0.97,-18.209,0,6,0.399,83.221,4,0.289,
Line Renaud,Sept Coeurs,0.731,0.601,168133,0.728,0,8,0.35,-4.829,1,0,0.147,76.679,4,0.9,
Scott Wesley Brown,Pray For Me (One Step Closer Album Version),0.646,0.478,235867,0.256,0,2,0.179,-12.217,1,5,0.0253,80.28,4,0.235,
Jimmy Witherspoon,Man Don't Cry,0.808,0.628,126000,0.331,0,7,0.349,-10.852,0,0,0.0338,111.411,4,0.596,
Amorphis,Into Hiding,1.50E-06,0.249,225400,0.755,0.939,8,0.0544,-9.505,0,28,0.0381,129.394,4,0.244,
Mr.De',Throw,0.0106,0.449,191713,0.906,0,10,0.352,-3.704,0,0,0.126,102.904,4,0.541,
The Cure,Primary,0.0185,0.496,219533,0.89,0.254,9,0.738,-7.461,1,39,0.051,171.442,4,0.898,
Cliff Edwards/Disney Studio Chorus,When You Wish Upon A Star,0.955,0.236,195067,0.261,0.0245,2,0.424,-13.647,1,59,0.0374,93.379,3,0.106,
Tammy Wynette,I Stayed Long Enough,0.766,0.701,118000,0.359,0.000136,5,0.128,-10.954,1,21,0.0267,110.411,4,0.652,
Sonny James,I'll Never Find Another You,0.541,0.458,145960,0.277,1.93E-05,0,0.143,-14.122,1,22,0.0288,73.789,4,0.612,
The Elders,Send a Prayer,0.0241,0.592,297267,0.788,0,0,0.214,-6.783,1,12,0.0403,111.351,4,0.626,
Rachel Portman,The Letters,0.957,0.174,161880,0.0339,0.109,9,0.0862,-25.604,0,16,0.0405,117.966,3,0.0543,
Charlie Haden,American Dreams,0.785,0.244,289920,0.0403,0.854,7,0.104,-25.084,1,16,0.0337,86.257,4,0.0376,
Walter Wanderley Trio,O Menino Desce O Morro,0.885,0.538,196507,0.5,0.395,10,0.0806,-16.227,1,2,0.0353,102.712,4,0.958,
Marilyn Horne,"Rinaldo : Act 3 ""Or la tromba in suon festante"" [Rinaldo]",0.954,0.411,231587,0.395,0.188,2,0.0695,-15.253,1,1,0.0427,123.213,4,0.486,
Marga Gomez,Filumena Fabulosa,0.695,0.635,313200,0.676,0,7,0.969,-11.351,1,1,0.917,82.835,4,0.56,
John Berry,Those Were the Days,0.206,0.442,227747,0.746,0,3,0.0634,-6.314,1,5,0.0608,171.914,4,0.57,
Noah Lewis,Devil In The Wood Pile,0.984,0.585,173653,0.203,0.136,7,0.333,-17.078,1,3,0.333,80.184,3,0.806,
Vangelis,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey/Movement 7,0.86,0.1,297760,0.34,0.152,7,0.255,-15.028,1,14,0.0367,179.094,4,0.0383,
Gustavo Cerati,Tu Cicatriz En Mi,0.0216,0.674,257507,0.69,0.496,3,0.316,-7.702,0,48,0.0529,95.591,4,0.504,
LL Cool J,Headsprung,0.0114,0.718,267320,0.786,2.50E-05,0,0.0745,-5.76,1,55,0.0284,99.916,4,0.465,
Roger Reynolds,Binaural Presentation - Kokoro. Pt. 5,0.863,0.141,313667,0.00281,0.0183,9,0.0862,-43.249,1,0,0.0542,93.918,3,0.0354,
BT,Korean Waterhole,0.701,0.153,94840,0.0432,0.863,2,0.102,-22.112,1,0,0.046,92.883,3,0.0783,
George Jones,Together Alone,0.542,0.593,179267,0.308,0.0629,2,0.122,-17.253,1,7,0.0273,84.293,4,0.577,
Tito Allen,Nadie Como Tu,0.561,0.786,288299,0.782,4.25E-06,0,0.0949,-5.384,1,1,0.037,96.019,4,0.766,
Kris Kristofferson,Snakebit,0.131,0.553,212680,0.57,0,4,0.302,-11.764,1,7,0.0281,136.771,4,0.684,
The Del McCoury Band,She's Left Me Again,0.634,0.664,171400,0.475,2.17E-06,4,0.243,-11.05,1,5,0.0298,143.325,4,0.601,
L7,Baggage,7.80E-06,0.283,198760,0.775,0.483,9,0.114,-8.098,0,20,0.0298,105.804,4,0.503,
Antonio Koudele,Once Upon A Time,0.657,0.757,319440,0.379,0.781,2,0.117,-17.963,1,0,0.0371,134.162,4,0.497,
Rickie Lee Jones,Second Time Around,0.87,0.536,290067,0.0266,0.0513,8,0.112,-24.249,1,20,0.0421,100.415,3,0.122,
Hank Locklin,Who Do You Think You're Fooling,0.971,0.733,170893,0.244,0,2,0.145,-12.267,1,3,0.0389,76.978,4,0.738,
Joe Bonamassa,Jam Intro,0.00263,0.429,201080,0.847,0.736,2,0.863,-9.813,1,13,0.0552,107.438,4,0.482,
X-Raided,Who's Tha Hoe?,0.0215,0.889,159467,0.792,0,4,0.14,-7.492,0,10,0.24,117.851,4,0.546,
Mike Vax,Nada Mas,0.917,0.447,192960,0.262,0.897,0,0.724,-18.858,0,0,0.0319,94.145,4,0.354,
The Dells,I Just Don't Know What To Do With Myself,0.33,0.525,414573,0.876,0,5,0.0718,-9.174,0,2,0.119,101.358,4,0.459,
The All American Rejects,The Future Has Arrived,0.0525,0.539,185533,0.816,0,9,0.0792,-9.448,1,34,0.0321,145.958,4,0.645,
The Who,Sodding About,4.08E-06,0.466,167467,0.763,0.753,2,0.539,-7.393,0,5,0.0325,120.61,4,0.722,
Jim Reeves,May The Good Lord Bless And Keep You,0.864,0.462,155573,0.0934,0.148,7,0.111,-19.058,1,34,0.0304,86.182,4,0.361,
Camp Lo,Sparkle,0.043,0.797,218693,0.59,0,8,0.0956,-8.38,0,35,0.344,93.912,4,0.555,
Atman,Lingan,0.787,0.674,345160,0.459,0.879,2,0.0947,-14.559,1,1,0.04,109.088,4,0.635,
Novika,Common Tear,0.111,0.737,214440,0.505,0.0125,0,0.109,-9.305,1,2,0.0304,100.012,4,0.424,
Atomic Rooster,Close Your Eyes,0.384,0.487,232013,0.336,0.0106,5,0.107,-16.589,1,2,0.0323,113.752,4,0.437,
Sade,Paradise,0.309,0.739,217467,0.791,0.397,1,0.0679,-7.873,1,56,0.0377,99.82,4,0.968,
Kako,Mi Bomba,0.527,0.654,319267,0.383,0.00368,2,0.124,-14.837,1,1,0.0951,106.199,4,0.906,
Fever Ray,When I Grow Up,0.362,0.472,271280,0.631,0.533,0,0.153,-9.66,1,37,0.0526,122.538,5,0.548,
Jimi Hendrix,Once I Had A Woman,0.416,0.4,469600,0.408,0.59,0,0.308,-11.98,0,42,0.0524,131.537,4,0.53,
Chris Clark,If You Should Walk Away,0.188,0.494,192600,0.342,8.04E-06,5,0.143,-13.755,1,0,0.0361,80.28,4,0.579,
Gene Chandler,I Hate to Be the One to Say,0.623,0.746,147040,0.411,0,1,0.163,-9.779,0,1,0.0506,124.518,4,0.929,
Parachute Band,Take Over,0.0327,0.39,272133,0.608,0,0,0.121,-4.432,1,7,0.0329,144.022,4,0.147,
Jenney,Ich vermiss dich (Radio Mix),0.321,0.675,230720,0.77,0.00793,7,0.069,-4.65,1,0,0.0367,169.995,4,0.841,
Blingtones,Torero,0.949,0.7,30015,0.0522,0.203,8,0.693,-8.123,1,0,0.0723,66.721,4,0.746,
Terje Lie,Crazy Groove,0.29,0.702,267933,0.572,0.83,6,0.322,-10.98,1,30,0.0729,97.981,4,0.602,
Soilwork,As The Sleeper Awakes,0.00033,0.469,258160,0.995,0.861,7,0.215,-3.04,1,21,0.153,114.006,3,0.174,
V V Brown,LEAVE!,0.614,0.713,54491,0.158,0.0366,7,0.159,-21.846,1,29,0.942,128.595,4,0.365,
Blindman's Sun,The Fugitives,0.189,0.335,639425,0.891,0.021,1,0.143,-9.527,0,0,0.0859,144.461,4,0.555,
X-Raided,Liftoff,0.0145,0.78,281240,0.826,0,8,0.353,-5.099,1,0,0.27,86.001,4,0.384,
Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,Se un mio desir...Cedi al duo!,0.992,0.351,225093,0.0605,0.00138,0,0.16,-23.313,1,0,0.0561,83.147,4,0.0382,
Anthony Cruz,Missing You,0.313,0.614,217760,0.606,0,1,0.141,-4.452,1,6,0.108,162.147,4,0.927,
Ashton Shepherd,Sounds So Good,0.284,0.523,207067,0.904,0,4,0.299,-3.548,1,34,0.0373,154.248,4,0.656,
Anthony Watson,I Love Being Single (club extended mix),0.00467,0.826,346267,0.699,3.48E-06,1,0.0522,-6.755,1,0,0.16,95.012,4,0.748,
2 Minutos,Valentin Alsina,5.38E-05,0.168,97733,0.984,0,11,0.304,-3.868,0,34,0.16,172.497,4,0.536,
Michelle Tumes,Everywhere (Dream Album Version),0.138,0.617,229147,0.595,0,0,0.114,-8.813,1,4,0.0283,124.099,4,0.393,
Daniel Johnston,High Horse,0.000365,0.521,153347,0.724,0.314,0,0.122,-6.667,1,10,0.0275,128.038,4,0.452,
Nelson Ned,Noche De Ronda,0.79,0.17,236453,0.413,0,4,0.129,-4.592,1,14,0.0344,180.456,4,0.265,
Tommy Makem;The Clancy Brothers,The Barnyards Of Delgaty (Live),0.778,0.554,122973,0.589,0.000115,5,0.882,-10.08,1,1,0.496,201.254,4,0.765,
Hatiras,Lost In Space,0.000288,0.673,295387,0.991,0.13,1,0.373,-5.273,0,0,0.119,130.013,4,0.34,
Marygold,To Leave The Building In Order To See What's Inside,0.0586,0.553,227091,0.846,0.0611,0,0.115,-3.112,0,0,0.0346,96.868,4,0.524,
Delta 9,In The Void,9.26E-05,0.38,159760,0.976,0.816,9,0.134,-3.718,0,1,0.105,98.058,4,0.108,
Ray Davies,Picture Book,0.182,0.37,235467,0.79,0,2,0.168,-9.659,1,13,0.0453,190.017,4,0.832,
Terry Dexter,Beautiful One,0.869,0.549,281853,0.399,1.15E-06,1,0.127,-7.708,1,0,0.029,100.899,4,0.191,
Diamond Rexx,Fire,0.000714,0.522,181333,0.691,0.232,1,0.236,-7.417,1,0,0.0692,101.882,4,0.832,
Poncho Sanchez,El Jamaiquino,0.225,0.71,339840,0.472,0.0282,0,0.0375,-13.335,1,4,0.0608,126.487,4,0.81,
Bebo Norman,Britney,0.0786,0.623,213600,0.567,0.00427,5,0.109,-6.317,1,14,0.0266,95.943,4,0.514,
Butthole Surfers,Tongue,0.000913,0.308,126600,0.752,0.0376,1,0.43,-9.874,1,26,0.0522,128.169,3,0.202,
FSTZ,Quickstep,0.000802,0.779,303000,0.633,0.359,9,0.523,-9.351,1,0,0.111,140.045,4,0.185,
Alan Silvestri,Not Meant To Be Found,0.365,0.608,45013,0.589,0.92,6,0.141,-15.175,1,6,0.0708,100.723,4,0.33,
George Faith,If Loving You Is Wrong I Don't Wanna Be Right,0.0681,0.743,277106,0.529,1.03E-06,0,0.0558,-14.1,1,4,0.133,119.838,4,0.511,
Uriah Heep,Son Of A Bitch,0.00334,0.484,246853,0.808,0.00253,0,0.162,-7.975,1,10,0.0552,141.187,4,0.745,
Montrose,Down,0.0306,0.512,271853,0.703,8.30E-06,9,0.291,-10.355,1,24,0.0318,105.276,4,0.53,
Petrol,Ogni Silenzio,0.0132,0.618,273280,0.683,0.0223,9,0.101,-7.387,0,0,0.0298,122.007,4,0.565,
Mudhoney,The Money Will Roll Right In,2.75E-05,0.196,166320,0.886,0.866,9,0.891,-3.85,0,16,0.0593,69.82,4,0.52,
Barbara Lusch,Sentimental Journey,0.748,0.652,203640,0.209,1.16E-06,8,0.0906,-12.618,1,0,0.057,98.191,4,0.336,
John Wesley Ryles,Someday You Will,0.515,0.512,132104,0.492,4.15E-05,5,0.158,-10.888,1,0,0.0293,74.308,4,0.564,
Eno,Baby's On Fire,0.00338,0.454,319373,0.8,0.00134,3,0.0937,-7.705,1,43,0.0402,121.818,4,0.43,
Darden Smith,Mill Creek,0.75,0.736,234747,0.344,0.0642,5,0.117,-14.241,1,3,0.03,120.009,4,0.439,
Lifer,Breathless,0.269,0.765,104471,0.482,0.748,1,0.0882,-12.084,1,32,0.199,84.993,4,0.0711,
Future Leaders of the World,Spotlight,0.000145,0.526,249667,0.922,0.000288,8,0.0719,-4.127,1,26,0.0485,120.647,4,0.177,
The Tall Grass,Be & Flower,0.897,0.627,273733,0.063,0.0266,9,0.114,-19.446,0,0,0.0376,135.858,4,0.135,
Green and Yellow,Sweet Child O' Mine (Alternate Mix),0.00126,0.568,358787,0.679,0.000439,7,0.197,-10.774,1,0,0.0253,126.565,4,0.605,
Zeromancer,The Death Of Romance,0.0029,0.592,255267,0.841,0.00828,2,0.125,-6.112,1,21,0.0541,125.028,4,0.327,
David Arkenstone,Reflections,0.0316,0.75,382160,0.545,0.185,6,0.327,-8.573,0,16,0.0417,140.009,4,0.58,
Kenny G,I've Been Missin' You,0.133,0.672,257840,0.595,0.372,0,0.977,-13.174,1,20,0.0489,114.491,4,0.823,
Renee Rosnes,Children's Song No. 3,0.902,0.395,320867,0.277,0.911,7,0.119,-20.163,1,1,0.0282,108.999,4,0.341,
Bon Jovi,The Radio Saved My Life Tonight,0.00106,0.454,307373,0.925,0.0159,4,0.143,-5.353,1,24,0.0836,146.467,4,0.383,
Tigerstyle,Dhol Vajda,0.22,0.674,351387,0.945,0.0132,1,0.0595,-7.77,1,24,0.0594,169.912,4,0.98,
Gregory Isaacs,Saddam,0.00587,0.774,235133,0.887,0.426,1,0.0842,-10.695,1,0,0.143,79.947,4,0.967,
Krayzie Bone,Let It Burn,0.252,0.648,174987,0.735,0,7,0.121,-5.087,1,0,0.389,98.379,4,0.547,
impulsonic,Beats are my Weapons,0.000619,0.677,395993,0.883,0.232,0,0.43,-6.561,1,0,0.0519,128.992,4,0.828,
Paul Glazby,pH4,0.00155,0.669,348267,0.995,0.841,7,0.146,-10.419,0,0,0.0776,149.381,4,0.398,
Broadcast,Where Youth And Laughter Go,0.000336,0.531,163907,0.682,0,11,0.0794,-5.815,0,17,0.0291,119.271,4,0.41,
The Jackson Southernaires,You've Got A Chance,0.34,0.668,318160,0.604,0,11,0.109,-6.738,1,0,0.0672,124.963,4,0.399,
Aerosmith,What It Takes,0.0286,0.522,310533,0.738,5.80E-06,0,0.4,-6.423,1,49,0.031,142.702,4,0.461,
The Tamperer,Feel In The House,0.00432,0.833,332603,0.902,0.84,6,0.0616,-6.115,0,2,0.0454,124.98,4,0.242,
Super Cat,Oh It's You,0.0205,0.78,229667,0.703,0,1,0.0816,-8.56,1,20,0.399,167.67,4,0.827,
Ray Kane,Nanea Kou Maka I Ka Le'ale'a,0.865,0.5,262520,0.139,0.478,6,0.108,-23.051,1,7,0.0349,104.929,4,0.0711,
Big Maybelle,Tell Me Who,0.816,0.432,134200,0.56,0,10,0.0805,-10.353,1,3,0.0897,172.115,4,0.856,
Belle & Sebastian,Stay Loose,0.0542,0.718,401867,0.569,1.35E-06,0,0.0545,-7.348,0,25,0.0345,129.775,4,0.633,
Bruce Katz Band,Just An Expression,0.0977,0.407,209067,0.332,0.652,8,0.0548,-18.081,1,2,0.0377,142.643,3,0.405,
X-Raided,Whatever It Took,0.00248,0.645,214413,0.844,0,6,0.0837,-4.905,0,9,0.305,87.016,4,0.836,
Daniel Kobialka,Singing The Night,0.713,0.217,404227,0.28,0.86,2,0.0875,-12.548,1,1,0.0351,101.129,4,0.179,
War Babies,Cry Yourself To Sleep,0.0149,0.338,285827,0.894,0.000192,3,0.196,-5.804,0,9,0.0549,165.845,4,0.188,
Ray Sandoval,Tempestad,0.866,0.518,415947,0.261,0.914,4,0.105,-17.586,0,0,0.0434,106.949,4,0.424,
Nick Ingman,Down Home,0.309,0.707,179613,0.749,1.42E-05,5,0.0472,-9.7,0,2,0.0369,97.352,4,0.836,
R.E.M.,There She Goes Again,0.107,0.601,170773,0.579,1.26E-06,9,0.0606,-11.927,1,22,0.0963,125.77,3,0.965,
Washboard Sam,The Gal I Love,0.991,0.671,165068,0.263,0.00194,0,0.147,-14.209,1,0,0.0357,95.462,4,0.761,
The Twinkle Brothers,Natty Dread Up Town,0.0733,0.744,198320,0.356,0,1,0.223,-16.342,0,7,0.295,94.227,4,0.499,
Madonna,Into The Groove,0.0658,0.729,285093,0.856,0.00832,10,0.0691,-4.164,0,61,0.035,116.467,4,0.804,
Naughty By Nature,Family Tree,0.0582,0.852,330093,0.718,0,11,0.167,-3.676,0,7,0.307,92.036,4,0.207,
Glen Ricks,Think That Love Was In Your Heart,0.0287,0.739,220400,0.519,0.000356,7,0.044,-11.619,1,0,0.0645,81.985,4,0.782,
Vox Dei,Profecias,0.599,0.334,452069,0.271,0.00529,4,0.127,-18.329,0,33,0.0348,78.934,4,0.584,
John Fogerty,Headlines,0.00436,0.669,269307,0.939,0.0867,0,0.0869,-4.518,1,27,0.0465,130.416,4,0.711,
J.B. Lenoir,The Mojo,0.474,0.854,137667,0.677,1.49E-05,11,0.247,-6.613,0,12,0.089,129.646,4,0.962,
Zebra,Red,0.0881,0.286,276114,0.723,0.822,5,0.0683,-6.631,1,18,0.0448,81.891,4,0.644,
Julie Zenatti,Dans Ces Villes,0.0115,0.688,216107,0.633,0.0516,9,0.175,-8.06,0,0,0.0311,105.986,4,0.267,
The Tragically Hip,Ahead By A Century,0.0271,0.759,223133,0.558,0.00743,7,0.102,-9.361,1,40,0.028,126.783,4,0.366,
Michael Jackson,Girl You're So Together,0.0896,0.589,191733,0.677,0,3,0.041,-8.757,1,22,0.0322,98.625,4,0.734,
Elena,Satan Kingsize,0.417,0.708,237633,0.519,0.914,0,0.0776,-10.028,1,0,0.0403,116.048,4,0.422,
Stephen Marley,Mind Control,0.105,0.718,294787,0.595,1.03E-05,10,0.0745,-5.632,0,58,0.263,185.025,4,0.634,
Ruby Isle,So Damn High (Will Eastman Club Edit),0.036,0.771,278853,0.711,0.069,2,0.431,-6.221,1,0,0.12,127.987,4,0.957,
The King Sisters,Hawaiian Wedding Song,0.956,0.259,194920,0.0552,1.09E-05,5,0.116,-19.79,1,1,0.0366,113.75,4,0.0718,
Michael Gettel,River Run,0.203,0.2,452200,0.39,0.923,11,0.0891,-17.799,1,4,0.0374,72.607,4,0.158,
T-Bone,Ride Wit Me,0.0464,0.861,234243,0.598,0,1,0.0528,-6.663,1,16,0.311,96.052,4,0.724,
Agnostic Front,Standing On My Own,0.000234,0.342,105840,0.967,0,9,0.27,-5.218,1,9,0.0564,108.706,4,0.442,
Kirk Franklin with tobyMac & Sonny (of P.O.D.),Let It Go,0.346,0.613,299867,0.449,1.97E-06,2,0.127,-9.806,0,40,0.0793,76.931,4,0.352,
Tinariwen,Assouf,0.539,0.518,238627,0.702,0.163,9,0.0881,-6.481,1,16,0.0662,81.144,4,0.522,
Ramses,Les Rats,0.436,0.605,214360,0.788,0.765,5,0.117,-6.92,0,0,0.039,95.74,4,0.465,
Andy Andy,Vida,0.0896,0.701,204224,0.888,0,7,0.106,-3.729,0,46,0.121,192.041,4,0.831,
Novembre,Reason,2.53E-05,0.175,313320,0.788,0.0391,4,0.151,-5.558,1,6,0.0479,129.762,4,0.302,
Luciana Souza,Argument,0.987,0.325,198893,0.0175,2.70E-05,4,0.117,-25.927,0,0,0.0452,62.342,3,0.101,
Percy Faith,Do Re Mi,0.934,0.372,150667,0.28,0.187,0,0.178,-14.144,1,1,0.0308,128.802,4,0.336,
Jimmy Wakely,Standing Outside of Heaven,0.971,0.529,137160,0.144,0,5,0.786,-12.263,1,0,0.0346,93.886,4,0.443,
California Oranges,Travel Writer,0.00118,0.549,200987,0.895,0.0416,2,0.0909,-5.396,1,0,0.043,128.032,4,0.591,
Java,HawaÃ¯,0.733,0.678,245636,0.47,0.000119,7,0.226,-10.01,1,27,0.0626,95.98,4,0.581,
Sleepy D,Sleepy F%#&in' D,0.995,0.463,387000,0.00368,0.927,8,0.116,-29.233,1,1,0.0617,131.779,4,0.106,
Leon Russell,Out In The Woods,0.179,0.492,217773,0.525,0,9,0.0642,-14.665,1,43,0.0335,159.952,4,0.937,
Otis Taylor,Hungry People,0.852,0.519,301733,0.426,0.011,0,0.124,-10.033,1,0,0.0437,125.338,4,0.475,
Fiona,Since I've Been Loving You,0.0438,0.567,297427,0.643,1.17E-06,11,0.083,-5.973,1,8,0.0667,85.176,4,0.687,
Atomic Rooster,The Rock,0.00859,0.695,270467,0.667,0.893,5,0.227,-7.858,1,14,0.0403,143.066,4,0.905,
Information Society,Empty,0.000209,0.595,512773,0.793,0.826,11,0.233,-8.883,1,11,0.0962,94.987,4,0.251,
Sonny Simmons,Metamorphosis,0.664,0.282,697987,0.51,0.0343,11,0.0807,-14.806,0,11,0.0552,100.084,3,0.348,
Jim Chappell,Moonlight Boy,0.993,0.489,296133,0.114,0.929,5,0.103,-19.466,1,3,0.0715,69.634,4,0.1,
Justin Timberlake,Sexy Ladies,0.0171,0.896,238600,0.452,0.00782,6,0.0645,-5.637,1,44,0.258,99.905,4,0.644,
Pearl Jam,You Are,0.0301,0.427,230133,0.884,0.211,4,0.109,-8.631,1,50,0.0905,176.563,3,0.623,
Ã„I-TIEM,Ã„i Jo,0.738,0.429,206693,0.325,1.27E-06,8,0.127,-10.424,1,40,0.054,187.518,4,0.276,
Angela Dimitriou,Fotia Sta Savvatovrada (Live),0.0617,0.638,177560,0.627,0,4,0.962,-7.759,0,3,0.0372,131.944,4,0.459,
Jason & The Scorchers,19th Nervous Breakdown,0.00123,0.297,228853,0.969,0.000305,2,0.168,-4.306,1,18,0.063,176.366,4,0.53,
Del The Funky Homosapien,Why You Wanna Get Funky...,0.0457,0.824,316600,0.634,0,10,0.0882,-7.939,0,26,0.333,91.034,4,0.421,
Mau Mau,Balon Combo,0.124,0.657,234200,0.929,0,11,0.0932,-7.104,0,1,0.0757,97.862,3,0.885,
Little Milton,Packed Up And Took My Mind,0.112,0.6,238907,0.494,0.000467,7,0.14,-11,0,14,0.0354,141.76,4,0.815,
Talking Heads,Two Note Swivel (Unfinished Outtake),0.00735,0.883,348787,0.468,0.525,7,0.111,-11.893,1,41,0.0434,116.123,4,0.799,
Movado,Dreaming,0.105,0.723,141000,0.833,0,5,0.333,-4.705,0,10,0.387,91.217,4,0.764,
Shai Hulud,We Who Finish Last,0.0076,0.327,188333,0.995,0,5,0.902,-3.808,1,11,0.172,136.241,1,0.335,
Despina Vandi,Gia,0.572,0.824,258763,0.855,0,6,0.191,-3.479,0,40,0.0393,135.071,4,0.966,
Daughters,Jones From Indiana,1.77E-05,0.239,64987,0.994,0.0533,8,0.367,-4.503,0,22,0.278,87.497,4,0.0417,
Lifehouse,Simon,0.185,0.447,361000,0.676,2.54E-06,8,0.0559,-7.141,0,33,0.0386,141.862,4,0.169,
Luke Vibert,LFO [Original by LFO],0.0101,0.755,347880,0.913,0.811,1,0.252,-5.821,1,4,0.0385,98.475,4,0.0386,
Bruce BecVar,Your Heart Can Sing,0.93,0.528,257933,0.253,0.0379,9,0.143,-14.187,1,6,0.0325,135.811,4,0.214,
Mario Piu,Communication,0.0789,0.724,407320,0.853,0.89,11,0.0973,-10.561,0,12,0.0466,136.017,4,0.12,
Misty Roses,Innsmouth Jewelry,0.558,0.427,290747,0.495,0.000212,8,0.159,-11.427,1,2,0.0566,103.013,4,0.204,
Johnny Osbourne,Mr. Marshall,0.117,0.81,226560,0.703,0.00952,1,0.101,-8.792,0,12,0.0398,128.418,4,0.934,
Michael Stanley Band,Where Have All The Clowns Gone,0.051,0.502,257440,0.39,0.00476,5,0.227,-13.419,1,2,0.0245,83.747,4,0.414,
Redman,Suicide,0.078,0.347,209867,0.756,3.73E-06,1,0.719,-12.096,0,10,0.793,59.544,4,0.457,
Chris Brown,Famous Girl,0.0456,0.793,219227,0.81,0,5,0.321,-4.999,0,35,0.0673,106.004,4,0.832,
Rocky Whatule,Retarded Army,0.717,0.385,197667,0.982,0,1,0.876,-7.955,1,0,0.783,79.492,4,0.419,
Maria Forde,To Your Door,0.634,0.389,179000,0.501,0,4,0.356,-9.365,1,0,0.0386,187.563,4,0.535,
Y&T,Contagious,0.315,0.767,208696,0.663,0,6,0.0764,-7.415,0,18,0.0942,137.984,4,0.45,
Ronnie Drew,Seven Drunken Nights,0.383,0.576,192200,0.656,0,9,0.176,-8.027,1,42,0.0509,118.527,5,0.924,
